file,time_limit,corsort_duration,corsort_comparisons,multizip_sort_duration,multizip_sort_comparisons,quick_sort_duration,quick_sort_comparisons,bubble_sort_duration,bubble_sort_comparisons,heap_sort_duration,heap_sort_comparisons,insertion_sort_duration,insertion_sort_comparisons,merge_sort_duration,merge_sort_comparisons,selection_sort_duration,selection_sort_comparisons,shell_sort_duration,shell_sort_comparisons,radix_sort_duration,radix_sort_comparisons,counting_sort_duration,counting_sort_comparisons
list_few_duplicates_32.txt,0.001,0.0018658638000488281,0,0.0001518726348876953,142,4.76837158203125e-05,138,0.00014209747314453125,496,8.893013000488281e-05,227,6.175041198730469e-05,242,8.20159912109375e-05,125,5.793571472167969e-05,496,3.886222839355469e-05,193,5.507469177246094e-05,128,3.504753112792969e-05,32
list_few_duplicates_32.txt,0.01,0.011229991912841797,9,0.00014519691467285156,142,4.6253204345703125e-05,138,0.0001399517059326172,496,8.821487426757812e-05,227,6.008148193359375e-05,242,7.486343383789062e-05,125,7.295608520507812e-05,496,3.790855407714844e-05,193,5.1975250244140625e-05,128,3.3855438232421875e-05,32
list_few_duplicates_32.txt,0.1,0.08052515983581543,126,0.0001690387725830078,142,4.00543212890625e-05,138,0.00012111663818359375,496,7.605552673339844e-05,227,5.2928924560546875e-05,242,6.4849853515625e-05,125,4.9114227294921875e-05,496,3.2901763916015625e-05,193,4.7206878662109375e-05,128,2.9087066650390625e-05,32
list_few_duplicates_32.txt,1,0.07104897499084473,126,0.0002338886260986328,142,4.100799560546875e-05,138,0.0001270771026611328,496,7.700920104980469e-05,227,5.507469177246094e-05,242,6.508827209472656e-05,125,4.792213439941406e-05,496,3.409385681152344e-05,193,4.696846008300781e-05,128,3.0994415283203125e-05,32
list_few_duplicates_32.txt,10,0.07085800170898438,126,0.0002028942108154297,142,5.984306335449219e-05,138,0.000186920166015625,496,7.605552673339844e-05,227,5.412101745605469e-05,242,6.389617919921875e-05,125,4.8160552978515625e-05,496,3.2901763916015625e-05,193,4.601478576660156e-05,128,3.0040740966796875e-05,32
list_reversed_1024.txt,0.001,0.008282184600830078,0,0.0012106895446777344,6123,0.00113677978515625,7140,0.0010361671447753906,1878,0.0010330677032470703,2894,0.0010309219360351562,3210,0.0013470649719238281,2816,0.0010900497436523438,13221,0.001027822494506836,5188,0.0010421276092529297,3449,0.0011181831359863281,1024
list_reversed_1024.txt,0.01,1.015352725982666,1,0.010071039199829102,57681,0.010144948959350586,89930,0.010041952133178711,31903,0.004783153533935547,16407,0.010076761245727539,35924,0.0020208358764648438,5120,0.010133028030395508,109271,0.0025789737701416016,14337,0.0023980140686035156,8192,0.0008749961853027344,1024
list_reversed_1024.txt,0.1,1.0026271343231201,1,0.08504176139831543,523776,0.05699896812438965,523776,0.1000819206237793,357008,0.004507780075073242,16407,0.10016989707946777,377201,0.0024509429931640625,5120,0.04697299003601074,523776,0.002569913864135742,14337,0.0024521350860595703,8192,0.0008909702301025391,1024
list_reversed_1024.txt,1,1.9667139053344727,2,0.08551311492919922,523776,0.05587196350097656,523776,0.19206500053405762,523776,0.004725933074951172,16407,0.1307971477508545,524799,0.0019268989562988281,5120,0.04024791717529297,523776,0.0025010108947753906,14337,0.002413034439086914,8192,0.0010030269622802734,1024
list_reversed_1024.txt,10,10.049370050430298,10,0.1006326675415039,523776,0.10699605941772461,523776,0.18448376655578613,523776,0.006195068359375,16407,0.17888379096984863,524799,0.0022330284118652344,5120,0.04533982276916504,523776,0.005002021789550781,14337,0.004364728927612305,8192,0.0013871192932128906,1024
list_sorted_2048.txt,0.001,0.042037010192871094,0,0.0012538433074951172,4093,0.0013780593872070312,6138,0.0010685920715332031,3567,0.0010669231414794922,2020,0.0005340576171875,2047,0.0017957687377929688,3722,0.0012137889862060547,12267,0.003515005111694336,20481,0.001146078109741211,2692,0.0010859966278076172,2048
list_sorted_2048.txt,0.01,0.027758121490478516,0,0.010625839233398438,34663,0.010204792022705078,44803,0.010106086730957031,38708,0.010102033615112305,27626,0.00038933753967285156,2047,0.005465984344482422,11264,0.010239839553833008,111100,0.003453969955444336,20481,0.0060579776763916016,16384,0.0022110939025878906,2048
list_sorted_2048.txt,0.1,4.1958839893341064,1,0.1002197265625,487807,0.10014510154724121,692478,0.10008978843688965,493396,0.012845039367675781,40204,0.0007448196411132812,2047,0.004427909851074219,11264,0.1000819206237793,1332898,0.002811908721923828,20481,0.005400180816650391,16384,0.002474069595336914,2048
list_sorted_2048.txt,1,4.109766244888306,1,0.5584170818328857,2096128,0.3145580291748047,2096128,0.4546668529510498,2096128,0.011999845504760742,40204,0.00032901763916015625,2047,0.00431513786315918,11264,0.17214059829711914,2096128,0.003412008285522461,20481,0.006673097610473633,16384,0.0019178390502929688,2048
list_sorted_2048.txt,10,12.382077932357788,3,0.41047096252441406,2096128,0.29839587211608887,2096128,0.46044182777404785,2096128,0.012857198715209961,40204,0.0003380775451660156,2047,0.004243135452270508,11264,0.17300677299499512,2096128,0.003197908401489258,20481,0.0051860809326171875,16384,0.00191497802734375,2048
list_random_2048.txt,0.001,0.02408599853515625,0,0.0012297630310058594,6133,0.0010690689086914062,7761,0.0010409355163574219,2851,0.0010361671447753906,2421,0.001033782958984375,3675,0.002105712890625,5864,0.0011661052703857422,12267,0.0010378360748291016,4798,0.0010631084442138672,3070,0.0010449886322021484,2048
list_random_2048.txt,0.01,0.024936914443969727,0,0.00639796257019043,24876,0.0044710636138916016,24876,0.010092020034790039,28140,0.010128259658813477,26786,0.01008296012878418,34451,0.007812023162841797,19929,0.010200023651123047,109107,0.010102987289428711,36397,0.0060460567474365234,16384,0.0023202896118164062,2048
list_random_2048.txt,0.1,4.300736904144287,1,0.0066449642181396484,24876,0.0044748783111572266,24876,0.10009503364562988,303871,0.012699127197265625,38764,0.1000969409942627,359383,0.007086753845214844,19929,0.10020709037780762,1125207,0.02243208885192871,72789,0.006087064743041992,16384,0.00228118896484375,2048
list_random_2048.txt,1,4.495906114578247,1,0.006768703460693359,24876,0.004383087158203125,24876,0.5776851177215576,2096128,0.012308835983276367,38764,0.27585506439208984,1034521,0.006525993347167969,19929,0.1651020050048828,2096128,0.017669200897216797,72789,0.0052127838134765625,16384,0.0019178390502929688,2048
list_random_2048.txt,10,12.221461057662964,3,0.006453990936279297,24876,0.004528999328613281,24876,0.5470478534698486,2096128,0.011425018310546875,38764,0.2628209590911865,1034521,0.006298065185546875,19929,0.16186189651489258,2096128,0.0230557918548584,72789,0.0068302154541015625,16384,0.00214385986328125,2048
list_nearly_sorted_8.txt,0.001,0.00189208984375,6,0.0001747608184814453,28,1.5974044799804688e-05,28,2.8848648071289062e-05,28,1.7881393432617188e-05,27,1.811981201171875e-05,7,3.2901763916015625e-05,12,6.9141387939453125e-06,28,4.0531158447265625e-06,17,1.1205673217773438e-05,16,1.0013580322265625e-05,8
list_nearly_sorted_8.txt,0.01,0.0017871856689453125,14,0.00012087821960449219,28,5.2928924560546875e-05,28,9.059906005859375e-06,28,4.124641418457031e-05,27,2.86102294921875e-06,7,3.0040740966796875e-05,12,2.9087066650390625e-05,28,2.6941299438476562e-05,17,1.2159347534179688e-05,16,1.0967254638671875e-05,8
list_nearly_sorted_8.txt,0.1,0.002293109893798828,14,0.0002040863037109375,28,3.2901763916015625e-05,28,3.0279159545898438e-05,28,5.412101745605469e-05,27,2.1457672119140625e-06,7,1.4066696166992188e-05,12,6.9141387939453125e-06,28,2.002716064453125e-05,17,2.574920654296875e-05,16,3.409385681152344e-05,8
list_nearly_sorted_8.txt,1,0.0031518936157226562,14,0.00020313262939453125,28,5.984306335449219e-05,28,1.0013580322265625e-05,28,1.811981201171875e-05,27,3.0994415283203125e-06,7,1.5020370483398438e-05,12,8.106231689453125e-06,28,5.0067901611328125e-06,17,3.123283386230469e-05,16,1.2159347534179688e-05,8
list_nearly_sorted_8.txt,10,0.002173900604248047,14,0.00011181831359863281,28,1.7881393432617188e-05,28,1.0013580322265625e-05,28,4.124641418457031e-05,27,3.0994415283203125e-06,7,1.4066696166992188e-05,12,2.3603439331054688e-05,28,5.245208740234375e-06,17,5.984306335449219e-05,16,1.2159347534179688e-05,8
list_random_1024.txt,0.001,0.008087873458862305,0,0.0010838508605957031,3276,0.0011060237884521484,5172,0.0010912418365478516,2042,0.0010619163513183594,2069,0.0011019706726074219,2285,0.0017769336700439453,3682,0.0010838508605957031,11198,0.0010721683502197266,4141,0.0010519027709960938,2891,0.0010440349578857422,1024
list_random_1024.txt,0.01,1.0603010654449463,1,0.002794027328491211,11476,0.0020852088928222656,11476,0.010056018829345703,32173,0.005290985107421875,17359,0.010143041610717773,38525,0.0033559799194335938,8937,0.01010584831237793,126390,0.007143974304199219,22641,0.002353191375732422,8192,0.0009341239929199219,1024
list_random_1024.txt,0.1,1.0257232189178467,1,0.002724885940551758,11476,0.0022161006927490234,11476,0.10009288787841797,352918,0.007126808166503906,17359,0.06871294975280762,260837,0.0030069351196289062,8937,0.04285407066345215,523776,0.005121946334838867,22641,0.0026628971099853516,8192,0.0009121894836425781,1024
list_random_1024.txt,1,1.0533888339996338,1,0.0027298927307128906,11476,0.002223968505859375,11476,0.15556120872497559,523776,0.005307197570800781,17359,0.0715949535369873,260837,0.0039479732513427734,8937,0.04876112937927246,523776,0.005418062210083008,22641,0.0026731491088867188,8192,0.0009739398956298828,1024
list_random_1024.txt,10,10.372973203659058,10,0.0027680397033691406,11476,0.0023250579833984375,11476,0.14073801040649414,523776,0.006506919860839844,17359,0.06723690032958984,260837,0.0029120445251464844,8937,0.04165983200073242,523776,0.005213260650634766,22641,0.0027217864990234375,8192,0.0010018348693847656,1024
list_sorted_1024.txt,0.001,0.005080223083496094,0,0.0012519359588623047,5105,0.0010781288146972656,6123,0.0010921955108642578,2728,0.0010471343994140625,1586,0.0004150867462158203,1023,0.0018019676208496094,2580,0.0011241436004638672,8156,0.0017137527465820312,9217,0.0011026859283447266,2582,0.0010750293731689453,1024
list_sorted_1024.txt,0.01,1.055821180343628,1,0.010178804397583008,40140,0.010225057601928711,63456,0.010080099105834961,36949,0.00968313217163086,18060,0.0003390312194824219,1023,0.003158092498779297,5120,0.010129213333129883,108360,0.0015265941619873047,9217,0.003033161163330078,8192,0.00110626220703125,1024
list_sorted_1024.txt,0.1,1.034404993057251,1,0.10014009475708008,242151,0.0806889533996582,523776,0.10011100769042969,503717,0.0054569244384765625,18060,0.00015091896057128906,1023,0.002637147903442383,5120,0.04185009002685547,523776,0.0012574195861816406,9217,0.0026090145111083984,8192,0.0009298324584960938,1024
list_sorted_1024.txt,1,1.0220179557800293,1,0.10537600517272949,523776,0.09158706665039062,523776,0.12192416191101074,523776,0.005438089370727539,18060,0.0001628398895263672,1023,0.001986265182495117,5120,0.04109692573547363,523776,0.0012488365173339844,9217,0.002567768096923828,8192,0.0009520053863525391,1024
list_sorted_1024.txt,10,10.026088953018188,10,0.10505914688110352,523776,0.07542824745178223,523776,0.10603213310241699,523776,0.005199909210205078,18060,0.00015211105346679688,1023,0.0018970966339111328,5120,0.03904318809509277,523776,0.0012049674987792969,9217,0.002492189407348633,8192,0.0009069442749023438,1024
list_reversed_2048.txt,0.001,0.023606061935424805,0,0.0011668205261230469,6138,0.0011069774627685547,8182,0.0010559558868408203,2812,0.0010418891906738281,3247,0.0010371208190917969,3680,0.0017528533935546875,3748,0.001070261001586914,10225,0.0010559558868408203,4328,0.0011017322540283203,2962,0.0010669231414794922,2048
list_reversed_2048.txt,0.01,0.02398514747619629,0,0.010224103927612305,52897,0.010098934173583984,77083,0.010091066360473633,26312,0.010101795196533203,28994,0.010110855102539062,35996,0.0050890445709228516,11264,0.010219097137451172,99127,0.007356166839599609,31745,0.006264209747314453,16384,0.0021648406982421875,2048
list_reversed_2048.txt,0.1,4.057870149612427,1,0.10015630722045898,595350,0.10016274452209473,924913,0.10009407997131348,309038,0.012169837951660156,36973,0.10009765625,410839,0.004490852355957031,11264,0.10010695457458496,1166562,0.010624170303344727,31745,0.006296873092651367,16384,0.0020987987518310547,2048
list_reversed_2048.txt,1,4.108057737350464,1,0.3303649425506592,2096128,0.220991849899292,2096128,0.6577908992767334,2096128,0.010653257369995117,36973,0.5334608554840088,2098175,0.00551295280456543,11264,0.17978811264038086,2096128,0.006232023239135742,31745,0.005314826965332031,16384,0.001950979232788086,2048
list_reversed_2048.txt,10,12.575403213500977,3,0.3413729667663574,2096128,0.22957801818847656,2096128,0.6976819038391113,2096128,0.010468721389770508,36973,0.5402379035949707,2098175,0.0042858123779296875,11264,0.17070794105529785,2096128,0.0060350894927978516,31745,0.005302906036376953,16384,0.0019152164459228516,2048
list_sorted_64.txt,0.001,0.004866838455200195,1,0.0007450580596923828,2016,0.00047206878662109375,2016,0.00040912628173828125,2016,0.00018215179443359375,593,9.059906005859375e-06,63,9.393692016601562e-05,192,0.0002167224884033203,2016,5.2928924560546875e-05,321,0.0001461505889892578,256,6.508827209472656e-05,64
list_sorted_64.txt,0.01,0.014406919479370117,3,0.000843048095703125,2016,0.0004520416259765625,2016,0.00036787986755371094,2016,0.00017690658569335938,593,9.059906005859375e-06,63,9.226799011230469e-05,192,0.0001590251922607422,2016,3.790855407714844e-05,321,7.605552673339844e-05,256,5.1021575927734375e-05,64
list_sorted_64.txt,0.1,0.10236501693725586,26,0.0005471706390380859,2016,0.0003960132598876953,2016,0.0003871917724609375,2016,0.0001850128173828125,593,9.059906005859375e-06,63,0.0001537799835205078,192,0.00018215179443359375,2016,3.981590270996094e-05,321,7.987022399902344e-05,256,8.916854858398438e-05,64
list_sorted_64.txt,1,0.615898847579956,285,0.0006091594696044922,2016,0.00032591819763183594,2016,0.000408172607421875,2016,0.0001888275146484375,593,1.0013580322265625e-05,63,9.703636169433594e-05,192,0.00016689300537109375,2016,4.00543212890625e-05,321,8.082389831542969e-05,256,5.626678466796875e-05,64
list_sorted_64.txt,10,0.5755801200866699,285,0.0005769729614257812,2016,0.00032901763916015625,2016,0.0004229545593261719,2016,0.00019502639770507812,593,8.821487426757812e-06,63,9.894371032714844e-05,192,0.00017118453979492188,2016,4.076957702636719e-05,321,8.487701416015625e-05,256,5.7697296142578125e-05,64
list_few_duplicates_8.txt,0.001,0.0016291141510009766,9,0.00022292137145996094,17,1.52587890625e-05,22,1.0013580322265625e-05,28,5.602836608886719e-05,27,2.86102294921875e-06,8,5.817413330078125e-05,12,2.8133392333984375e-05,28,5.0067901611328125e-06,18,1.1920928955078125e-05,16,1.0013580322265625e-05,8
list_few_duplicates_8.txt,0.01,0.0018999576568603516,15,0.00014901161193847656,17,1.4781951904296875e-05,22,9.298324584960938e-06,28,1.621246337890625e-05,27,2.1457672119140625e-06,8,1.2874603271484375e-05,12,7.152557373046875e-06,28,4.76837158203125e-06,18,1.2159347534179688e-05,16,1.0013580322265625e-05,8
list_few_duplicates_8.txt,0.1,0.0024919509887695312,15,9.703636169433594e-05,17,3.600120544433594e-05,22,2.384185791015625e-05,28,3.0994415283203125e-05,27,2.1457672119140625e-06,8,1.2159347534179688e-05,12,5.9604644775390625e-06,28,4.0531158447265625e-06,18,1.0013580322265625e-05,16,1.0013580322265625e-05,8
list_few_duplicates_8.txt,1,0.0018808841705322266,15,0.00016021728515625,17,3.886222839355469e-05,22,1.0013580322265625e-05,28,3.0040740966796875e-05,27,3.0994415283203125e-06,8,1.3113021850585938e-05,12,5.9604644775390625e-06,28,4.291534423828125e-06,18,3.1948089599609375e-05,16,1.0728836059570312e-05,8
list_few_duplicates_8.txt,10,0.001795053482055664,15,0.00014901161193847656,17,1.4066696166992188e-05,22,8.106231689453125e-06,28,3.4809112548828125e-05,27,3.0994415283203125e-06,8,1.3113021850585938e-05,12,2.09808349609375e-05,28,2.47955322265625e-05,18,1.0967254638671875e-05,16,1.0013580322265625e-05,8
list_many_duplicates_256.txt,0.001,0.06566405296325684,1,0.0007219314575195312,2253,0.0004029273986816406,2304,0.0010280609130859375,4004,0.0009479522705078125,3325,0.0010280609130859375,4492,0.0009131431579589844,1731,0.0010807514190673828,12137,0.0009751319885253906,4240,0.0009043216705322266,1536,0.00032067298889160156,256
list_many_duplicates_256.txt,0.01,0.06485581398010254,1,0.0007040500640869141,2253,0.00047206878662109375,2304,0.007956981658935547,32640,0.0010378360748291016,3325,0.0036339759826660156,15789,0.0006108283996582031,1731,0.0026061534881591797,32640,0.0008749961853027344,4240,0.0004630088806152344,1536,0.00019621849060058594,256
list_many_duplicates_256.txt,0.1,0.12824106216430664,2,0.0007250308990478516,2253,0.00041103363037109375,2304,0.007943868637084961,32640,0.0014150142669677734,3325,0.0039010047912597656,15789,0.0006151199340820312,1731,0.0023970603942871094,32640,0.0009260177612304688,4240,0.0007610321044921875,1536,0.00023293495178222656,256
list_many_duplicates_256.txt,1,1.0399408340454102,17,0.0007069110870361328,2253,0.0006148815155029297,2304,0.008533954620361328,32640,0.001046895980834961,3325,0.004026889801025391,15789,0.0006310939788818359,1731,0.0025010108947753906,32640,0.0008933544158935547,4240,0.0004978179931640625,1536,0.00019979476928710938,256
list_many_duplicates_256.txt,10,10.044260740280151,164,0.0007669925689697266,2253,0.0005159378051757812,2304,0.008576154708862305,32640,0.0013780593872070312,3325,0.0037958621978759766,15789,0.0006170272827148438,1731,0.0028319358825683594,32640,0.0009169578552246094,4240,0.00043582916259765625,1536,0.00018286705017089844,256
list_sorted_256.txt,0.001,0.06256508827209473,1,0.001058816909790039,4674,0.0010461807250976562,6762,0.0010230541229248047,4988,0.001024007797241211,3196,3.314018249511719e-05,255,0.0005590915679931641,1024,0.0010268688201904297,14495,0.0005269050598144531,1793,0.0006039142608642578,1536,0.00020003318786621094,256
list_sorted_256.txt,0.01,0.0691068172454834,1,0.006512165069580078,32640,0.004703044891357422,32640,0.006803035736083984,32640,0.0010328292846679688,3452,3.361701965332031e-05,255,0.0004410743713378906,1024,0.0024797916412353516,32640,0.000225067138671875,1793,0.000453948974609375,1536,0.0002079010009765625,256
list_sorted_256.txt,0.1,0.1263418197631836,2,0.00675201416015625,32640,0.00519108772277832,32640,0.00818014144897461,32640,0.0012481212615966797,3452,3.409385681152344e-05,255,0.0009810924530029297,1024,0.002723217010498047,32640,0.0002219676971435547,1793,0.0004448890686035156,1536,0.00020503997802734375,256
list_sorted_256.txt,1,1.011056900024414,14,0.007969856262207031,32640,0.005589962005615234,32640,0.008121252059936523,32640,0.0012819766998291016,3452,4.100799560546875e-05,255,0.0005340576171875,1024,0.002877950668334961,32640,0.00026798248291015625,1793,0.000576019287109375,1536,0.0003380775451660156,256
list_sorted_256.txt,10,10.07920789718628,160,0.00977325439453125,32640,0.0068132877349853516,32640,0.008437871932983398,32640,0.0012819766998291016,3452,4.100799560546875e-05,255,0.0005459785461425781,1024,0.002958059310913086,32640,0.00028896331787109375,1793,0.0005588531494140625,1536,0.000263214111328125,256
list_random_32.txt,0.001,0.004418134689331055,1,0.00029206275939941406,125,0.00015497207641601562,125,0.00017404556274414062,496,9.202957153320312e-05,219,8.606910705566406e-05,274,0.000125885009765625,120,8.392333984375e-05,496,6.29425048828125e-05,192,8.916854858398438e-05,128,5.412101745605469e-05,32
list_random_32.txt,0.01,0.01227712631225586,7,0.00015497207641601562,125,4.7206878662109375e-05,125,0.0001480579376220703,496,8.7738037109375e-05,219,7.295608520507812e-05,274,7.033348083496094e-05,120,5.8650970458984375e-05,496,3.886222839355469e-05,192,5.602836608886719e-05,128,3.504753112792969e-05,32
list_random_32.txt,0.1,0.0830678939819336,119,0.00014519691467285156,125,4.696846008300781e-05,125,0.00014901161193847656,496,8.797645568847656e-05,219,7.200241088867188e-05,274,7.009506225585938e-05,120,5.817413330078125e-05,496,3.886222839355469e-05,192,5.507469177246094e-05,128,3.4809112548828125e-05,32
list_random_32.txt,1,0.07796692848205566,119,0.0001499652862548828,125,4.6253204345703125e-05,125,0.00014901161193847656,496,8.7738037109375e-05,219,7.295608520507812e-05,274,6.818771362304688e-05,120,5.7697296142578125e-05,496,3.814697265625e-05,192,5.507469177246094e-05,128,3.504753112792969e-05,32
list_random_32.txt,10,0.07753300666809082,119,0.0002129077911376953,125,4.696846008300781e-05,125,0.00014901161193847656,496,8.869171142578125e-05,219,8.392333984375e-05,274,6.914138793945312e-05,120,5.6743621826171875e-05,496,3.910064697265625e-05,192,5.5789947509765625e-05,128,3.504753112792969e-05,32
list_nearly_sorted_16.txt,0.001,0.001657247543334961,3,0.0001239776611328125,120,3.981590270996094e-05,120,3.1948089599609375e-05,120,4.00543212890625e-05,85,7.152557373046875e-06,24,2.8848648071289062e-05,35,1.6927719116210938e-05,120,1.1920928955078125e-05,58,3.314018249511719e-05,64,1.9073486328125e-05,16
list_nearly_sorted_16.txt,0.01,0.01001286506652832,45,0.0001437664031982422,120,4.00543212890625e-05,120,3.218650817871094e-05,120,4.029273986816406e-05,85,7.867813110351562e-06,24,3.0040740966796875e-05,35,1.7881393432617188e-05,120,1.1920928955078125e-05,58,3.314018249511719e-05,64,1.9073486328125e-05,16
list_nearly_sorted_16.txt,0.1,0.009910106658935547,45,0.00013875961303710938,120,4.00543212890625e-05,120,3.1948089599609375e-05,120,4.029273986816406e-05,85,6.9141387939453125e-06,24,2.9087066650390625e-05,35,1.7881393432617188e-05,120,1.2159347534179688e-05,58,3.314018249511719e-05,64,1.8835067749023438e-05,16
list_nearly_sorted_16.txt,1,0.010831117630004883,45,0.0001437664031982422,120,4.315376281738281e-05,120,3.504753112792969e-05,120,4.1961669921875e-05,85,6.9141387939453125e-06,24,3.0994415283203125e-05,35,1.8835067749023438e-05,120,1.2874603271484375e-05,58,3.3855438232421875e-05,64,2.09808349609375e-05,16
list_nearly_sorted_16.txt,10,0.0566859245300293,45,0.0001480579376220703,120,4.1961669921875e-05,120,3.409385681152344e-05,120,4.1961669921875e-05,85,6.9141387939453125e-06,24,3.0994415283203125e-05,35,2.002716064453125e-05,120,1.3113021850585938e-05,58,3.409385681152344e-05,64,2.09808349609375e-05,16
